date,consumo_MW
2005-03-11,33624.4
2005-03-12,30371.0
2005-03-13,29517.1
2005-03-14,32871.2
2005-03-15,33421.3
2005-03-16,33017.5
2005-03-17,32838.1
2005-03-18,31743.2
2005-03-19,28709.8
2005-03-20,28305.6
2005-03-21,31513.7
2005-03-22,31296.8
2005-03-23,32864.9
2005-03-24,32491.4
2005-03-25,30250.7
2005-03-26,28533.5
2005-03-27,27034.4
2005-03-28,31561.4
2005-03-29,30521.3
2005-03-30,29870.4
2005-03-31,30274.2
2005-04-01,29255.8
2005-04-02,28056.0
2005-04-03,28284.2
2005-04-04,30378.1
2005-04-05,29524.2
2005-04-06,29043.3
2005-04-07,28909.0
2005-04-08,28249.3
2005-04-09,25656.4
2005-04-10,24999.3
2005-04-11,28076.8
2005-04-12,28954.3
2005-04-13,29044.7
2005-04-14,29031.3
2005-04-15,28652.2
2005-04-16,26315.4
2005-04-17,25312.5
2005-04-18,28351.1
2005-04-19,29069.3
2005-04-20,30447.2
2005-04-21,28939.6
2005-04-22,28366.9
2005-04-23,26204.6
2005-04-24,25441.1
2005-04-25,29446.1
2005-04-26,29002.0
2005-04-27,28555.1
2005-04-28,28325.0
2005-04-29,28246.5
2005-04-30,26323.4
2005-05-01,24597.8
2005-05-02,28567.4
2005-05-03,29010.8
2005-05-04,28835.1
2005-05-05,28942.2
2005-05-06,28736.1
2005-05-07,25866.0
2005-05-08,24292.6
2005-05-09,28459.8
2005-05-10,28850.3
2005-05-11,29818.8
2005-05-12,29571.2
2005-05-13,27924.7
2005-05-14,26220.9
2005-05-15,25816.1
2005-05-16,28777.1
2005-05-17,28536.0
2005-05-18,28715.3
2005-05-19,28774.5
2005-05-20,28507.0
2005-05-21,25578.6
2005-05-22,24565.8
2005-05-23,28238.7
2005-05-24,28704.5
2005-05-25,29105.2
2005-05-26,29063.0
2005-05-27,29298.4
2005-05-28,25867.1
2005-05-29,24344.5
2005-05-30,25020.4
2005-05-31,29560.2
2005-06-01,30042.0
2005-06-02,29444.0
2005-06-03,29088.6
2005-06-04,27260.2
2005-06-05,30032.6
2005-06-06,38011.6
2005-06-07,38071.2
2005-06-08,41303.2
2005-06-09,41785.8
2005-06-10,40617.7
2005-06-11,38218.7
2005-06-12,37397.4
2005-06-13,43247.4
2005-06-14,45736.4
2005-06-15,42553.2
2005-06-16,36957.3
2005-06-17,32165.1
2005-06-18,28811.5
2005-06-19,26976.8
2005-06-20,30888.8
2005-06-21,33200.8
2005-06-22,34948.6
2005-06-23,33823.6
2005-06-24,36435.2
2005-06-25,36929.7
2005-06-26,37893.8
2005-06-27,39419.6
2005-06-28,42201.3
2005-06-29,41111.2
2005-06-30,40686.0
2005-07-01,40501.6
2005-07-02,34923.8
2005-07-03,30795.1
2005-07-04,32214.1
2005-07-05,38238.8
2005-07-06,39577.8
2005-07-07,36501.9
2005-07-08,32895.9
2005-07-09,32060.5
2005-07-10,34108.7
2005-07-11,40683.9
2005-07-12,43082.2
2005-07-13,40571.6
2005-07-14,41229.8
2005-07-15,41663.4
2005-07-16,38107.2
2005-07-17,37762.5
2005-07-18,44859.2
2005-07-19,46461.4
2005-07-20,45174.8
2005-07-21,43912.5
2005-07-22,44732.6
2005-07-23,39023.1
2005-07-24,34728.2
2005-07-25,42357.0
2005-07-26,47254.8
2005-07-27,48413.1
2005-07-28,39144.5
2005-07-29,37906.7
2005-07-30,36421.4
2005-07-31,34792.9
2005-08-01,40480.8
2005-08-02,44364.3
2005-08-03,45903.9
2005-08-04,46858.9
2005-08-05,46255.8
2005-08-06,38851.8
2005-08-07,36678.7
2005-08-08,40141.4
2005-08-09,37971.1
2005-08-10,41036.5
2005-08-11,44564.3
2005-08-12,46423.2
2005-08-13,45570.2
2005-08-14,44383.2
2005-08-15,42484.7
2005-08-16,37617.5
2005-08-17,38579.0
2005-08-18,38430.8
2005-08-19,36645.0
2005-08-20,36476.5
2005-08-21,40212.1
2005-08-22,39653.8
2005-08-23,36404.1
2005-08-24,35510.6
2005-08-25,34669.7
2005-08-26,34696.5
2005-08-27,32094.8
2005-08-28,33811.0
2005-08-29,40036.4
2005-08-30,41508.0
2005-08-31,43472.4
2005-09-01,38631.7
2005-09-02,38023.7
2005-09-03,32283.3
2005-09-04,29756.2
2005-09-05,30472.0
2005-09-06,33960.9
2005-09-07,33905.8
2005-09-08,34879.8
2005-09-09,34289.1
2005-09-10,31104.6
2005-09-11,29648.7
2005-09-12,35565.9
2005-09-13,38069.8
2005-09-14,38358.0
2005-09-15,41229.4
2005-09-16,41212.6
2005-09-17,37170.4
2005-09-18,32781.6
2005-09-19,36502.5
2005-09-20,37446.3
2005-09-21,35542.6
2005-09-22,35163.8
2005-09-23,37649.8
2005-09-24,29637.7
2005-09-25,28024.3
2005-09-26,33966.1
2005-09-27,32746.5
2005-09-28,30761.3
2005-09-29,30989.4
2005-09-30,28806.0
2005-10-01,26309.6
2005-10-02,26317.6
2005-10-03,30627.4
2005-10-04,31699.1
2005-10-05,32360.6
2005-10-06,32971.9
2005-10-07,34163.2
2005-10-08,31039.4
2005-10-09,25969.5
2005-10-10,29142.2
2005-10-11,29859.8
2005-10-12,29654.3
2005-10-13,29834.4
2005-10-14,29661.4
2005-10-15,26853.3
2005-10-16,25421.3
2005-10-17,28804.6
2005-10-18,29297.4
2005-10-19,29333.8
2005-10-20,28969.0
2005-10-21,29160.5
2005-10-22,27190.7
2005-10-23,25776.0
2005-10-24,29879.9
2005-10-25,30927.7
2005-10-26,30927.5
2005-10-27,31066.0
2005-10-28,30633.4
2005-10-29,28454.7
2005-10-30,27117.5
2005-10-31,29793.0
2005-11-01,29758.3
2005-11-02,29586.4
2005-11-03,30148.8
2005-11-04,29187.0
2005-11-05,26355.5
2005-11-06,25584.3
2005-11-07,28739.5
2005-11-08,29570.5
2005-11-09,29825.8
2005-11-10,29712.0
2005-11-11,30422.6
2005-11-12,28134.0
2005-11-13,26512.2
2005-11-14,29056.8
2005-11-15,30001.3
2005-11-16,30036.3
2005-11-17,31422.7
2005-11-18,33156.1
2005-11-19,30593.5
2005-11-20,28494.1
2005-11-21,31676.0
2005-11-22,32564.2
2005-11-23,34082.5
2005-11-24,29597.8
2005-11-25,32793.2
2005-11-26,31485.2
2005-11-27,29087.9
2005-11-28,30143.9
2005-11-29,30144.1
2005-11-30,30402.3
2005-12-01,32723.2
2005-12-02,33865.0
2005-12-03,33114.5
2005-12-04,31943.0
2005-12-05,35526.0
2005-12-06,35872.7
2005-12-07,37123.6
2005-12-08,37437.3
2005-12-09,36406.3
2005-12-10,34064.7
2005-12-11,33028.2
2005-12-12,35782.5
2005-12-13,38528.2
2005-12-14,40631.8
2005-12-15,39818.4
2005-12-16,34877.5
2005-12-17,33348.8
2005-12-18,32912.8
2005-12-19,36629.9
2005-12-20,38378.9
2005-12-21,37886.3
2005-12-22,36699.0
2005-12-23,33539.6
2005-12-24,29846.6
2005-12-25,29574.6
2005-12-26,30070.1
2005-12-27,33007.8
2005-12-28,33308.2
2005-12-29,32189.2
2005-12-30,31865.8
2005-12-31,31431.0
2006-01-01,29582.7
2006-01-02,32050.8
2006-01-03,34110.7
2006-01-04,34266.8
2006-01-05,33205.8
2006-01-06,34126.7
2006-01-07,33270.6
2006-01-08,30830.8
2006-01-09,32197.4
2006-01-10,32269.8
2006-01-11,33046.9
2006-01-12,31383.0
2006-01-13,31836.4
2006-01-14,29258.8
2006-01-15,33018.4
2006-01-16,35930.1
2006-01-17,35725.9
2006-01-18,33019.8
2006-01-19,34223.8
2006-01-20,32126.4
2006-01-21,29165.8
2006-01-22,29940.0
2006-01-23,33827.8
2006-01-24,33468.4
2006-01-25,34490.6
2006-01-26,35980.3
2006-01-27,35300.8
2006-01-28,30551.8
2006-01-29,29565.0
2006-01-30,31025.4
2006-01-31,32465.6
2006-02-01,33282.3
2006-02-02,32719.7
2006-02-03,30811.0
2006-02-04,29287.2
2006-02-05,29028.7
2006-02-06,33919.2
2006-02-07,34415.2
2006-02-08,35223.1
2006-02-09,35504.2
2006-02-10,35282.8
2006-02-11,32671.1
2006-02-12,32630.3
2006-02-13,35888.2
2006-02-14,34746.8
2006-02-15,33281.8
2006-02-16,31766.8
2006-02-17,31000.2
2006-02-18,32825.5
2006-02-19,34536.9
2006-02-20,34873.7
2006-02-21,34847.2
2006-02-22,35009.0
2006-02-23,33423.7
2006-02-24,34050.5
2006-02-25,31801.5
2006-02-26,32948.5
2006-02-27,37045.3
2006-02-28,35590.0
2006-03-01,34127.1
2006-03-02,35098.0
2006-03-03,35113.7
2006-03-04,32720.4
2006-03-05,30335.8
2006-03-06,32883.2
2006-03-07,33176.9
2006-03-08,33212.0
2006-03-09,31275.7
2006-03-10,29480.0
2006-03-11,26222.4
2006-03-12,25796.5
2006-03-13,29231.4
2006-03-14,29304.0
2006-03-15,31965.3
2006-03-16,31861.9
2006-03-17,31113.0
2006-03-18,30186.2
2006-03-19,29707.1
2006-03-20,32757.0
2006-03-21,33906.6
2006-03-22,33353.3
2006-03-23,32280.2
2006-03-24,31651.7
2006-03-25,28987.0
2006-03-26,28442.1
2006-03-27,30905.3
2006-03-28,30735.8
2006-03-29,29847.2
2006-03-30,29686.6
2006-03-31,28850.2
2006-04-01,25821.5
2006-04-02,24793.3
2006-04-03,28941.2
2006-04-04,29572.1
2006-04-05,30679.5
2006-04-06,30217.2
2006-04-07,29588.8
2006-04-08,27337.3
2006-04-09,26897.7
2006-04-10,29370.2
2006-04-11,28985.9
2006-04-12,28589.4
2006-04-13,28467.7
2006-04-14,26782.6
2006-04-15,25497.9
2006-04-16,23453.6
2006-04-17,27440.4
2006-04-18,28356.7
2006-04-19,28587.6
2006-04-20,29168.4
2006-04-21,28037.0
2006-04-22,26758.8
2006-04-23,25409.2
2006-04-24,28377.9
2006-04-25,28779.7
2006-04-26,28415.0
2006-04-27,28846.7
2006-04-28,27895.8
2006-04-29,25422.4
2006-04-30,24689.0
2006-05-01,28228.2
2006-05-02,28624.2
2006-05-03,28750.8
2006-05-04,29644.2
2006-05-05,29940.7
2006-05-06,26602.2
2006-05-07,24578.2
2006-05-08,28185.8
2006-05-09,28509.8
2006-05-10,29174.3
2006-05-11,29064.8
2006-05-12,28823.0
2006-05-13,26013.1
2006-05-14,24544.8
2006-05-15,28649.1
2006-05-16,28878.9
2006-05-17,28949.5
2006-05-18,29279.0
2006-05-19,28306.8
2006-05-20,25596.3
2006-05-21,24891.0
2006-05-22,28208.2
2006-05-23,28503.7
2006-05-24,28885.5
2006-05-25,29281.9
2006-05-26,30500.0
2006-05-27,29010.2
2006-05-28,28844.8
2006-05-29,31915.5
2006-05-30,39967.7
2006-05-31,38957.6
2006-06-01,40028.8
2006-06-02,37622.6
2006-06-03,30363.5
2006-06-04,27022.0
2006-06-05,30643.2
2006-06-06,31481.4
2006-06-07,31306.6
2006-06-08,31584.8
2006-06-09,31762.0
2006-06-10,26780.2
2006-06-11,25472.6
2006-06-12,29801.7
2006-06-13,32320.9
2006-06-14,32887.4
2006-06-15,32721.2
2006-06-16,33538.7
2006-06-17,32537.1
2006-06-18,36188.5
2006-06-19,41122.7
2006-06-20,39142.6
2006-06-21,38553.2
2006-06-22,40701.1
2006-06-23,40401.7
2006-06-24,35041.2
2006-06-25,32242.3
2006-06-26,36756.0
2006-06-27,38235.0
2006-06-28,40276.8
2006-06-29,40125.2
2006-06-30,35991.0
2006-07-01,33801.9
2006-07-02,35868.0
2006-07-03,39552.0
2006-07-04,38016.4
2006-07-05,37936.7
2006-07-06,34791.7
2006-07-07,33838.6
2006-07-08,32249.9
2006-07-09,33215.7
2006-07-10,38916.0
2006-07-11,43289.2
2006-07-12,43543.6
2006-07-13,41577.6
2006-07-14,41988.3
2006-07-15,38086.9
2006-07-16,39661.9
2006-07-17,46962.6
2006-07-18,48221.2
2006-07-19,43492.5
2006-07-20,43184.5
2006-07-21,44046.0
2006-07-22,38117.5
2006-07-23,33814.9
2006-07-24,38355.5
2006-07-25,40270.9
2006-07-26,42720.8
2006-07-27,44590.2
2006-07-28,43258.3
2006-07-29,41338.1
2006-07-30,41868.4
2006-07-31,46390.1
2006-08-01,50224.9
2006-08-02,52229.8
2006-08-03,51823.5
2006-08-04,46678.4
2006-08-05,38798.0
2006-08-06,37087.9
2006-08-07,43360.7
2006-08-08,42089.3
2006-08-09,37886.3
2006-08-10,37719.3
2006-08-11,35640.5
2006-08-12,30436.1
2006-08-13,29547.8
2006-08-14,37238.1
2006-08-15,40229.5
2006-08-16,38855.1
2006-08-17,38725.3
2006-08-18,37833.2
2006-08-19,36228.1
2006-08-20,38426.3
2006-08-21,38715.3
2006-08-22,38550.7
2006-08-23,38900.2
2006-08-24,37977.0
2006-08-25,38787.3
2006-08-26,33907.1
2006-08-27,32954.6
2006-08-28,39120.7
2006-08-29,38863.1
2006-08-30,35157.3
2006-08-31,32693.5
2006-09-01,30273.0
2006-09-02,27128.3
2006-09-03,26729.1
2006-09-04,27846.8
2006-09-05,30995.8
2006-09-06,31925.4
2006-09-07,32992.1
2006-09-08,33669.2
2006-09-09,31964.5
2006-09-10,29603.6
2006-09-11,30873.5
2006-09-12,29896.7
2006-09-13,30096.4
2006-09-14,31224.2
2006-09-15,31360.0
2006-09-16,28912.8
2006-09-17,29125.9
2006-09-18,34306.9
2006-09-19,34072.2
2006-09-20,30706.1
2006-09-21,29343.5
2006-09-22,29127.0
2006-09-23,28515.3
2006-09-24,30015.1
2006-09-25,30846.5
2006-09-26,30098.0
2006-09-27,30282.8
2006-09-28,30739.1
2006-09-29,29138.2
2006-09-30,26100.7
2006-10-01,25729.9
2006-10-02,29030.2
2006-10-03,30706.2
2006-10-04,32472.0
2006-10-05,30347.2
2006-10-06,28973.0
2006-10-07,26372.1
2006-10-08,25399.3
2006-10-09,29381.5
2006-10-10,30431.5
2006-10-11,30225.8
2006-10-12,30059.5
2006-10-13,29059.8
2006-10-14,27135.2
2006-10-15,26683.7
2006-10-16,29969.2
2006-10-17,30317.0
2006-10-18,30365.7
2006-10-19,30080.1
2006-10-20,29591.6
2006-10-21,26622.9
2006-10-22,26392.4
2006-10-23,30012.4
2006-10-24,31365.9
2006-10-25,31220.7
2006-10-26,31272.2
2006-10-27,31479.4
2006-10-28,27842.0
2006-10-29,27765.8
2006-10-30,30600.4
2006-10-31,30438.9
2006-11-01,29643.3
2006-11-02,29791.9
2006-11-03,31495.3
2006-11-04,29828.6
2006-11-05,28712.0
2006-11-06,31507.3
2006-11-07,31034.8
2006-11-08,30649.5
2006-11-09,29771.7
2006-11-10,29009.5
2006-11-11,26846.8
2006-11-12,26934.7
2006-11-13,30582.1
2006-11-14,30129.7
2006-11-15,30120.5
2006-11-16,30635.1
2006-11-17,29580.0
2006-11-18,28483.8
2006-11-19,28357.2
2006-11-20,32470.4
2006-11-21,32794.3
2006-11-22,33364.8
2006-11-23,28803.5
2006-11-24,28031.5
2006-11-25,28035.0
2006-11-26,27727.6
2006-11-27,30550.4
2006-11-28,30941.8
2006-11-29,30810.7
2006-11-30,30524.5
2006-12-01,30318.9
2006-12-02,28810.6
2006-12-03,30031.9
2006-12-04,34303.8
2006-12-05,35869.6
2006-12-06,35141.5
2006-12-07,33420.7
2006-12-08,37583.1
2006-12-09,34526.0
2006-12-10,31315.2
2006-12-11,32987.8
2006-12-12,32841.0
2006-12-13,32350.1
2006-12-14,31953.6
2006-12-15,31790.0
2006-12-16,29773.9
2006-12-17,29620.8
2006-12-18,31483.8
2006-12-19,32957.0
2006-12-20,34593.1
2006-12-21,33991.2
2006-12-22,32802.3
2006-12-23,28530.9
2006-12-24,27927.9
2006-12-25,29086.8
2006-12-26,29896.6
2006-12-27,32318.2
2006-12-28,32975.9
2006-12-29,31722.3
2006-12-30,29565.6
2006-12-31,29281.9
2007-01-01,28250.7
2007-01-02,31820.4
2007-01-03,33547.9
2007-01-04,32471.5
2007-01-05,30990.3
2007-01-06,27321.8
2007-01-07,27250.5
2007-01-08,31724.9
2007-01-09,33895.8
2007-01-10,35362.5
2007-01-11,35807.8
2007-01-12,33499.7
2007-01-13,28671.4
2007-01-14,27385.5
2007-01-15,30410.1
2007-01-16,32602.1
2007-01-17,36733.1
2007-01-18,36999.1
2007-01-19,34732.6
2007-01-20,34100.4
2007-01-21,34859.3
2007-01-22,36928.8
2007-01-23,35678.0
2007-01-24,35556.0
2007-01-25,36415.4
2007-01-26,39864.2
2007-01-27,33993.2
2007-01-28,31540.9
2007-01-29,37525.0
2007-01-30,37538.9
2007-01-31,37521.7
2007-02-01,37150.5
2007-02-02,35436.9
2007-02-03,34214.2
2007-02-04,35128.0
2007-02-05,42147.4
2007-02-06,42751.4
2007-02-07,40749.1
2007-02-08,40964.6
2007-02-09,39649.8
2007-02-10,36083.0
2007-02-11,35583.6
2007-02-12,36509.8
2007-02-13,37775.4
2007-02-14,38663.6
2007-02-15,40483.8
2007-02-16,40110.5
2007-02-17,35730.5
2007-02-18,33931.7
2007-02-19,38645.0
2007-02-20,35532.3
2007-02-21,33162.9
2007-02-22,34414.7
2007-02-23,35798.4
2007-02-24,34289.3
2007-02-25,33392.1
2007-02-26,35503.0
2007-02-27,33993.3
2007-02-28,33682.6
2007-03-01,33747.8
2007-03-02,31704.8
2007-03-03,29454.8
2007-03-04,30985.2
2007-03-05,35239.8
2007-03-06,39195.5
2007-03-07,39415.8
2007-03-08,38323.5
2007-03-09,36013.9
2007-03-10,31108.3
2007-03-11,28178.7
2007-03-12,32023.8
2007-03-13,31002.7
2007-03-14,30162.6
2007-03-15,30131.2
2007-03-16,34323.3
2007-03-17,33187.7
2007-03-18,31828.0
2007-03-19,34385.6
2007-03-20,31715.5
2007-03-21,33388.4
2007-03-22,31415.5
2007-03-23,29801.0
2007-03-24,27685.3
2007-03-25,26695.9
2007-03-26,30395.5
2007-03-27,30058.5
2007-03-28,29125.4
2007-03-29,29856.5
2007-03-30,29814.5
2007-03-31,26881.2
2007-04-01,26897.4
2007-04-02,29539.6
2007-04-03,29164.4
2007-04-04,30705.0
2007-04-05,31803.3
2007-04-06,31118.0
2007-04-07,29988.5
2007-04-08,29212.5
2007-04-09,32240.3
2007-04-10,31987.0
2007-04-11,32055.9
2007-04-12,31514.0
2007-04-13,31089.0
2007-04-14,28264.1
2007-04-15,28931.4
2007-04-16,33173.0
2007-04-17,32434.0
2007-04-18,31516.8
2007-04-19,30467.5
2007-04-20,29423.1
2007-04-21,26501.6
2007-04-22,25526.5
2007-04-23,29768.2
2007-04-24,30526.2
2007-04-25,29293.5
2007-04-26,28884.2
2007-04-27,29187.9
2007-04-28,26196.8
2007-04-29,25224.9
2007-04-30,29477.5
2007-05-01,29335.9
2007-05-02,29655.8
2007-05-03,29111.1
2007-05-04,28834.2
2007-05-05,25924.6
2007-05-06,24908.4
2007-05-07,28758.3
2007-05-08,29337.2
2007-05-09,30809.7
2007-05-10,32379.1
2007-05-11,32749.4
2007-05-12,28793.9
2007-05-13,25278.4
2007-05-14,29052.2
2007-05-15,31351.4
2007-05-16,33169.6
2007-05-17,30107.1
2007-05-18,28719.0
2007-05-19,26066.0
2007-05-20,25723.7
2007-05-21,29493.6
2007-05-22,30048.8
2007-05-23,30772.8
2007-05-24,31966.9
2007-05-25,34150.8
2007-05-26,33165.3
2007-05-27,32042.5
2007-05-28,31817.5
2007-05-29,34010.6
2007-05-30,34997.7
2007-05-31,38503.2
2007-06-01,39058.0
2007-06-02,36547.1
2007-06-03,31543.6
2007-06-04,33350.5
2007-06-05,34617.3
2007-06-06,31780.1
2007-06-07,32830.5
2007-06-08,39475.8
2007-06-09,35827.8
2007-06-10,30184.0
2007-06-11,35516.5
2007-06-12,36424.2
2007-06-13,33834.3
2007-06-14,30188.0
2007-06-15,30370.4
2007-06-16,29948.4
2007-06-17,32951.5
2007-06-18,40692.4
2007-06-19,41249.3
2007-06-20,37315.1
2007-06-21,34795.0
2007-06-22,33298.0
2007-06-23,28802.0
2007-06-24,29529.8
2007-06-25,36936.1
2007-06-26,43170.0
2007-06-27,45894.2
2007-06-28,43754.8
2007-06-29,36818.7
2007-06-30,32409.0
2007-07-01,29135.2
2007-07-02,31131.9
2007-07-03,31839.7
2007-07-04,29251.2
2007-07-05,34987.5
2007-07-06,37468.2
2007-07-07,35124.8
2007-07-08,37286.5
2007-07-09,45178.8
2007-07-10,45925.5
2007-07-11,43263.0
2007-07-12,37950.0
2007-07-13,36641.5
2007-07-14,34256.8
2007-07-15,37337.0
2007-07-16,40928.2
2007-07-17,41550.2
2007-07-18,41558.1
2007-07-19,41081.4
2007-07-20,37997.9
2007-07-21,32060.8
2007-07-22,31694.6
2007-07-23,33717.6
2007-07-24,35044.5
2007-07-25,38443.7
2007-07-26,41027.9
2007-07-27,41752.4
2007-07-28,38738.8
2007-07-29,35773.2
2007-07-30,39955.5
2007-07-31,41551.0
2007-08-01,42768.6
2007-08-02,45046.4
2007-08-03,45370.4
2007-08-04,42069.0
2007-08-05,37083.4
2007-08-06,42150.8
2007-08-07,45809.5
2007-08-08,48939.2
2007-08-09,44416.0
2007-08-10,39711.4
2007-08-11,32484.8
2007-08-12,35181.6
2007-08-13,41409.5
2007-08-14,37668.0
2007-08-15,38808.6
2007-08-16,41612.9
2007-08-17,41989.6
2007-08-18,31348.5
2007-08-19,28492.8
2007-08-20,31530.4
2007-08-21,31102.2
2007-08-22,30765.0
2007-08-23,32850.5
2007-08-24,38296.4
2007-08-25,41261.8
2007-08-26,37229.4
2007-08-27,38601.1
2007-08-28,38362.6
2007-08-29,38541.1
2007-08-30,39617.9
2007-08-31,38121.5
2007-09-01,31367.0
2007-09-02,29048.4
2007-09-03,31523.1
2007-09-04,37361.5
2007-09-05,36901.6
2007-09-06,38608.0
2007-09-07,41057.1
2007-09-08,39127.4
2007-09-09,37069.5
2007-09-10,42327.0
2007-09-11,38370.9
2007-09-12,33620.5
2007-09-13,32563.6
2007-09-14,33095.5
2007-09-15,28522.7
2007-09-16,25823.8
2007-09-17,29487.4
2007-09-18,29994.9
2007-09-19,30894.5
2007-09-20,31877.2
2007-09-21,33353.3
2007-09-22,32321.6
2007-09-23,30785.5
2007-09-24,32492.4
2007-09-25,34808.4
2007-09-26,38415.8
2007-09-27,38517.0
2007-09-28,34413.5
2007-09-29,28089.0
2007-09-30,27030.6
2007-10-01,30702.0
2007-10-02,31399.5
2007-10-03,34134.0
2007-10-04,36277.0
2007-10-05,35271.9
2007-10-06,32218.5
2007-10-07,32675.8
2007-10-08,37684.9
2007-10-09,37383.0
2007-10-10,33864.2
2007-10-11,30857.6
2007-10-12,29133.5
2007-10-13,26472.5
2007-10-14,25929.5
2007-10-15,29382.9
2007-10-16,29952.7
2007-10-17,30907.5
2007-10-18,31780.9
2007-10-19,33715.9
2007-10-20,27782.9
2007-10-21,26344.6
2007-10-22,30473.2
2007-10-23,32304.9
2007-10-24,31597.5
2007-10-25,29677.2
2007-10-26,29832.7
2007-10-27,27636.0
2007-10-28,26013.2
2007-10-29,30419.4
2007-10-30,30831.7
2007-10-31,30262.2
2007-11-01,30143.8
2007-11-02,30252.4
2007-11-03,28076.0
2007-11-04,27588.1
2007-11-05,30712.0
2007-11-06,30944.5
2007-11-07,31977.0
2007-11-08,32853.7
2007-11-09,32817.8
2007-11-10,30105.0
2007-11-11,29310.1
2007-11-12,31768.1
2007-11-13,31118.9
2007-11-14,31514.8
2007-11-15,31569.9
2007-11-16,32664.0
2007-11-17,30650.4
2007-11-18,29978.3
2007-11-19,33468.0
2007-11-20,32700.7
2007-11-21,31042.9
2007-11-22,26313.3
2007-11-23,29647.4
2007-11-24,31036.1
2007-11-25,29722.7
2007-11-26,31782.5
2007-11-27,31157.5
2007-11-28,33128.2
2007-11-29,33278.9
2007-11-30,33494.8
2007-12-01,32398.6
2007-12-02,33229.7
2007-12-03,34310.8
2007-12-04,36711.8
2007-12-05,37718.2
2007-12-06,38085.5
2007-12-07,38179.7
2007-12-08,32859.1
2007-12-09,32614.0
2007-12-10,34419.8
2007-12-11,34288.1
2007-12-12,33112.6
2007-12-13,36139.3
2007-12-14,34801.4
2007-12-15,34253.9
2007-12-16,33676.4
2007-12-17,37457.5
2007-12-18,37299.1
2007-12-19,36543.7
2007-12-20,35487.5
2007-12-21,35490.9
2007-12-22,32369.0
2007-12-23,30242.5
2007-12-24,30586.7
2007-12-25,29377.8
2007-12-26,34397.8
2007-12-27,33640.5
2007-12-28,32822.0
2007-12-29,29884.4
2007-12-30,31261.8
2007-12-31,31896.1
2008-01-01,30635.1
2008-01-02,36735.0
2008-01-03,39986.4
2008-01-04,38549.1
2008-01-05,33803.4
2008-01-06,30588.9
2008-01-07,31616.4
2008-01-08,30885.1
2008-01-09,30702.8
2008-01-10,32473.0
2008-01-11,32500.3
2008-01-12,29910.8
2008-01-13,30647.0
2008-01-14,34169.6
2008-01-15,35989.0
2008-01-16,36025.0
2008-01-17,36657.5
2008-01-18,34312.8
2008-01-19,33061.4
2008-01-20,35304.3
2008-01-21,39723.1
2008-01-22,38549.5
2008-01-23,35823.0
2008-01-24,37464.8
2008-01-25,37911.7
2008-01-26,35009.1
2008-01-27,32621.4
2008-01-28,35754.0
2008-01-29,35653.5
2008-01-30,34097.2
2008-01-31,35811.8
2008-02-01,35776.9
2008-02-02,31816.4
2008-02-03,31000.2
2008-02-04,33652.7
2008-02-05,32753.7
2008-02-06,31366.8
2008-02-07,31641.3
2008-02-08,33116.4
2008-02-09,31392.6
2008-02-10,31589.3
2008-02-11,40294.6
2008-02-12,39842.0
2008-02-13,36471.5
2008-02-14,36145.2
2008-02-15,34724.9
2008-02-16,32384.1
2008-02-17,31948.1
2008-02-18,30932.1
2008-02-19,34344.0
2008-02-20,37269.3
2008-02-21,37441.7
2008-02-22,37101.7
2008-02-23,33522.6
2008-02-24,32462.5
2008-02-25,34087.7
2008-02-26,34429.5
2008-02-27,34740.3
2008-02-28,38182.6
2008-02-29,37175.1
2008-03-01,31665.3
2008-03-02,31304.1
2008-03-03,32381.3
2008-03-04,31102.8
2008-03-05,31278.5
2008-03-06,32441.2
2008-03-07,33067.5
2008-03-08,29858.4
2008-03-09,31484.3
2008-03-10,34076.5
2008-03-11,32477.1
2008-03-12,32539.2
2008-03-13,32719.5
2008-03-14,30975.8
2008-03-15,27769.3
2008-03-16,28336.8
2008-03-17,32665.4
2008-03-18,32818.9
2008-03-19,32083.0
2008-03-20,31143.4
2008-03-21,31006.8
2008-03-22,29123.6
2008-03-23,28292.8
2008-03-24,31976.1
2008-03-25,32448.9
2008-03-26,30859.0
2008-03-27,31280.5
2008-03-28,30606.0
2008-03-29,29059.5
2008-03-30,29030.5
2008-03-31,32031.7
2008-04-01,30360.8
2008-04-02,30244.2
2008-04-03,32114.0
2008-04-04,31315.0
2008-04-05,27246.1
2008-04-06,27465.8
2008-04-07,31527.8
2008-04-08,30820.8
2008-04-09,30300.4
2008-04-10,29541.4
2008-04-11,28999.1
2008-04-12,26458.2
2008-04-13,25633.5
2008-04-14,29637.3
2008-04-15,29987.3
2008-04-16,29937.5
2008-04-17,29609.8
2008-04-18,29441.0
2008-04-19,26814.3
2008-04-20,25649.3
2008-04-21,28747.5
2008-04-22,29073.5
2008-04-23,29618.5
2008-04-24,29851.9
2008-04-25,29098.9
2008-04-26,26555.5
2008-04-27,25252.8
2008-04-28,29363.4
2008-04-29,29080.9
2008-04-30,29380.0
2008-05-01,29526.6
2008-05-02,29279.8
2008-05-03,26497.8
2008-05-04,25643.0
2008-05-05,28876.1
2008-05-06,29524.0
2008-05-07,30117.4
2008-05-08,30520.2
2008-05-09,29153.8
2008-05-10,25992.9
2008-05-11,25039.9
2008-05-12,29751.0
2008-05-13,29587.2
2008-05-14,29366.4
2008-05-15,29888.5
2008-05-16,29425.2
2008-05-17,26278.1
2008-05-18,25556.1
